failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F02200,AS-G1,2024-09-22,Pneumatic leak,0.71,0.87,TECH-006,Component wear,Recalibration,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,12.71,2,0.07
F02201,AS-G1,2024-09-30,Pneumatic leak,0.65,0.83,TECH-008,Material defect,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,17.14,2,0.05
F02202,AS-G1,2024-10-10,Electrical short,1.57,1.44,TECH-004,Overloading,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,66.82,2,0.54
F02203,AS-G1,2024-10-19,Fixture misalignment,1.48,0.81,TECH-008,Material defect,Part replacement,fixture_system,mechanical,mechanical,fixture_pin_set,89.54,2,0.17
F02204,AS-G1,2024-10-23,Electrical short,0.97,0.87,TECH-005,Contamination,Recalibration,electrical_panel,electrical,electrical,circuit_breaker,76.73,1,0.28
F02205,AS-G1,2024-10-27,Sensor fault,0.64,0.76,TECH-005,Material defect,Design modification,sensor_package,electrical,electrical,proximity_sensor,50.39,4,0.22
F02206,AS-G1,2024-11-12,Electrical short,1.42,1.15,TECH-008,Lack of preventive maintenance,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,48.28,2,0.26
F02207,AS-G1,2024-11-16,Fixture misalignment,1.28,1.14,TECH-003,Operator error,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,143.36,3,0.2
F02208,AS-G1,2024-11-18,Fixture misalignment,1.15,0.86,TECH-001,Operator error,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,70.67,2,0.2
F02209,AS-G1,2024-11-22,Pneumatic leak,1.44,0.97,TECH-001,Material defect,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,25.31,1,0.09
F02210,AS-G1,2024-11-23,Sensor fault,1.1,0.81,TECH-004,Calibration drift,Recalibration,sensor_package,electrical,electrical,proximity_sensor,97.9,2,0.21
F02211,AS-G1,2024-11-24,Sensor fault,1.11,0.92,TECH-006,Overloading,Operator retraining,sensor_package,electrical,electrical,proximity_sensor,117.97,5,0.22
F02212,AS-G1,2024-12-02,Fixture misalignment,1.06,0.8,TECH-003,Material defect,Operator retraining,fixture_system,mechanical,mechanical,fixture_pin_set,141.05,2,0.22
F02213,AS-G1,2024-12-05,Fixture misalignment,1.61,0.71,TECH-008,Calibration drift,PM schedule updated,fixture_system,mechanical,mechanical,fixture_pin_set,87.85,3,0.16
F02214,AS-G1,2024-12-09,Fixture misalignment,1.2,1.21,TECH-001,Lack of preventive maintenance,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,88.17,4,0.33
F02215,AS-G1,2024-12-14,Sensor fault,1.12,1.2,TECH-003,Design limitation,PM schedule updated,sensor_package,electrical,electrical,proximity_sensor,104.43,3,0.39
F02216,AS-G1,2024-12-15,Electrical short,1.24,0.78,TECH-002,Calibration drift,PM schedule updated,electrical_panel,electrical,electrical,circuit_breaker,50.9,1,0.16
F02217,AS-G1,2024-12-18,Sensor fault,1.23,1.13,TECH-008,Overloading,PM schedule updated,sensor_package,electrical,electrical,proximity_sensor,121.83,4,0.36
F02218,AS-G1,2024-12-19,Pneumatic leak,1.32,1.43,TECH-004,Calibration drift,Operator retraining,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,30.0,2,0.15
F02219,AS-G1,2024-12-21,Fixture misalignment,1.54,0.92,TECH-002,Design limitation,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,83.23,2,0.22
F02220,AS-G1,2024-12-24,Electrical short,1.2,1.09,TECH-005,Overloading,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,69.6,3,0.32
F02221,AS-G1,2024-12-25,Sensor fault,1.34,0.97,TECH-005,Material defect,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,65.89,5,0.26
F02222,AS-G1,2025-01-16,Electrical short,1.44,0.79,TECH-003,Calibration drift,Design modification,electrical_panel,electrical,electrical,circuit_breaker,38.92,1,0.26
F02223,AS-G1,2025-01-17,Electrical short,1.46,0.95,TECH-007,Contamination,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,82.5,3,0.25
F02224,AS-G1,2025-01-22,Torque tool calibration,1.39,1.3,TECH-005,Design limitation,Design modification,torque_system,software,automation,torque_transducer,335.94,4,0.43
F02225,AS-G1,2025-01-23,Electrical short,0.73,1.22,TECH-006,Operator error,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,85.63,1,0.27
F02226,AS-G1,2025-01-28,Pneumatic leak,1.27,1.14,TECH-006,Contamination,Operator retraining,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,17.24,1,0.16
F02227,AS-G1,2025-02-08,Torque tool calibration,0.86,0.95,TECH-001,Operator error,Part replacement,torque_system,software,automation,torque_transducer,228.02,6,0.31
F02228,AS-G1,2025-02-14,Pneumatic leak,1.4,1.16,TECH-004,Calibration drift,Operator retraining,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,17.82,2,0.16
F02229,AS-G1,2025-02-20,Electrical short,1.19,0.91,TECH-008,Component wear,Recalibration,electrical_panel,electrical,electrical,circuit_breaker,37.18,3,0.27
F02230,AS-G1,2025-03-03,Sensor fault,1.23,1.09,TECH-001,Overloading,Part replacement,sensor_package,electrical,electrical,proximity_sensor,113.61,2,0.29
F02231,AS-G1,2025-04-11,Fixture misalignment,0.81,0.67,TECH-002,Contamination,Recalibration,fixture_system,mechanical,mechanical,fixture_pin_set,69.15,2,0.17
F02232,AS-G1,2025-04-18,Electrical short,1.39,1.08,TECH-004,Lack of preventive maintenance,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,80.74,3,0.38
F02233,AS-G1,2025-04-27,Pneumatic leak,0.78,0.93,TECH-008,Material defect,Operator retraining,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,32.95,2,0.08
F02234,AS-G2,2024-01-02,Electrical short,0.89,0.9,TECH-005,Lack of preventive maintenance,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,72.45,2,0.31
F02235,AS-G2,2024-01-12,Electrical short,1.49,0.78,TECH-003,Lack of preventive maintenance,Vendor notified,electrical_panel,electrical,electrical,circuit_breaker,86.94,1,0.2
F02236,AS-G2,2024-01-13,Sensor fault,1.04,0.87,TECH-004,Component wear,Recalibration,sensor_package,electrical,electrical,proximity_sensor,82.63,4,0.28
F02237,AS-G2,2024-01-15,Fixture misalignment,1.24,0.93,TECH-004,Component wear,PM schedule updated,fixture_system,mechanical,mechanical,fixture_pin_set,95.13,3,0.22
F02238,AS-G2,2024-01-20,Fixture misalignment,0.98,0.79,TECH-001,Operator error,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,58.82,4,0.19
F02239,AS-G2,2024-02-10,Sensor fault,1.19,1.14,TECH-007,Component wear,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,94.59,4,0.32
F02240,AS-G2,2024-02-11,Pneumatic leak,1.33,0.78,TECH-003,Contamination,Part replacement,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,29.23,2,0.08
F02241,AS-G2,2024-02-17,Pneumatic leak,0.85,0.55,TECH-002,Component wear,Recalibration,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,27.95,1,0.08
F02242,AS-G2,2024-02-18,Fixture misalignment,0.83,1.0,TECH-005,Contamination,Operator retraining,fixture_system,mechanical,mechanical,fixture_pin_set,137.21,2,0.23
F02243,AS-G2,2024-02-19,Electrical short,1.41,0.9,TECH-004,Calibration drift,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,62.51,1,0.29
F02244,AS-G2,2024-02-20,Sensor fault,1.23,0.73,TECH-005,Material defect,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,77.62,2,0.25
F02245,AS-G2,2024-03-05,Sensor fault,1.17,0.8,TECH-007,Calibration drift,Part replacement,sensor_package,electrical,electrical,proximity_sensor,45.91,3,0.21
F02246,AS-G2,2024-03-23,Pneumatic leak,1.39,1.08,TECH-004,Operator error,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,31.55,2,0.12
F02247,AS-G2,2024-03-28,Fixture misalignment,1.38,0.77,TECH-001,Component wear,Design modification,fixture_system,mechanical,mechanical,fixture_pin_set,77.74,2,0.21
F02248,AS-G2,2024-04-15,Pneumatic leak,1.14,0.77,TECH-002,Material defect,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,30.17,1,0.04
F02249,AS-G2,2024-04-22,Sensor fault,0.9,1.09,TECH-005,Contamination,Design modification,sensor_package,electrical,electrical,proximity_sensor,78.76,3,0.36
F02250,AS-G2,2024-04-23,Fixture misalignment,1.2,1.07,TECH-003,Material defect,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,111.47,2,0.16
F02251,AS-G2,2024-05-01,Pneumatic leak,0.7,0.87,TECH-007,Operator error,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,30.23,1,0.11
F02252,AS-G2,2024-05-13,Sensor fault,0.68,0.97,TECH-001,Lack of preventive maintenance,Part replacement,sensor_package,electrical,electrical,proximity_sensor,46.89,4,0.25
F02253,AS-G2,2024-05-26,Pneumatic leak,1.15,0.63,TECH-002,Contamination,Recalibration,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,24.64,2,0.06
F02254,AS-G2,2024-06-07,Pneumatic leak,1.21,0.68,TECH-004,Calibration drift,Part replacement,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,14.13,1,0.04
F02255,AS-G2,2024-06-12,Pneumatic leak,1.39,0.74,TECH-001,Component wear,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,32.06,2,0.09
F02256,AS-G2,2024-06-15,Electrical short,0.85,0.62,TECH-005,Design limitation,PM schedule updated,electrical_panel,electrical,electrical,circuit_breaker,30.98,1,0.19
F02257,AS-G2,2024-06-16,Electrical short,0.93,0.87,TECH-008,Design limitation,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,52.27,1,0.31
F02258,AS-G2,2024-06-22,Sensor fault,1.1,0.8,TECH-001,Contamination,Operator retraining,sensor_package,electrical,electrical,proximity_sensor,73.17,5,0.26
F02259,AS-G2,2024-06-27,Pneumatic leak,0.78,0.89,TECH-001,Lack of preventive maintenance,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,18.83,2,0.05
F02260,AS-G2,2024-06-29,Sensor fault,1.09,1.07,TECH-002,Contamination,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,78.07,4,0.25
F02261,AS-G2,2024-07-05,Electrical short,0.81,0.87,TECH-002,Material defect,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,82.77,1,0.28
F02262,AS-G2,2024-07-06,Sensor fault,1.06,1.03,TECH-006,Lack of preventive maintenance,PM schedule updated,sensor_package,electrical,electrical,proximity_sensor,71.91,3,0.27
F02263,AS-G2,2024-07-09,Pneumatic leak,1.25,1.11,TECH-001,Calibration drift,Part replacement,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,18.09,2,0.14
F02264,AS-G2,2024-07-13,Electrical short,1.1,1.14,TECH-008,Contamination,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,36.26,3,0.4
F02265,AS-G2,2024-07-25,Electrical short,1.2,0.46,TECH-003,Component wear,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,53.95,2,0.14
F02266,AS-G2,2024-07-26,Torque tool calibration,1.28,0.51,TECH-005,Operator error,Design modification,torque_system,software,automation,torque_transducer,198.16,3,0.17
F02267,AS-G2,2024-08-16,Sensor fault,1.06,0.76,TECH-003,Calibration drift,Operator retraining,sensor_package,electrical,electrical,proximity_sensor,99.77,5,0.29
F02268,AS-G2,2024-09-03,Fixture misalignment,1.08,1.02,TECH-002,Overloading,PM schedule updated,fixture_system,mechanical,mechanical,fixture_pin_set,115.17,2,0.28
F02269,AS-G2,2024-09-05,Torque tool calibration,1.01,0.81,TECH-005,Component wear,Design modification,torque_system,software,automation,torque_transducer,321.87,5,0.3
F02270,AS-G2,2024-09-12,Torque tool calibration,0.87,0.64,TECH-005,Component wear,Part replacement,torque_system,software,automation,torque_transducer,305.03,7,0.26
F02271,AS-G2,2024-09-14,Sensor fault,0.7,1.04,TECH-007,Material defect,Part replacement,sensor_package,electrical,electrical,proximity_sensor,117.01,4,0.33
F02272,AS-G2,2024-09-17,Pneumatic leak,1.1,0.83,TECH-007,Design limitation,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,34.63,1,0.07
F02273,AS-G2,2024-09-21,Sensor fault,0.81,1.14,TECH-001,Component wear,Operator retraining,sensor_package,electrical,electrical,proximity_sensor,114.01,4,0.27
F02274,AS-G2,2024-10-04,Electrical short,1.03,0.73,TECH-003,Design limitation,Recalibration,electrical_panel,electrical,electrical,circuit_breaker,64.21,2,0.21
F02275,AS-G2,2024-10-31,Pneumatic leak,1.13,0.88,TECH-008,Overloading,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,12.46,2,0.06
F02276,AS-G2,2024-11-04,Electrical short,1.04,1.05,TECH-001,Material defect,Vendor notified,electrical_panel,electrical,electrical,circuit_breaker,75.7,1,0.4
F02277,AS-G2,2024-11-05,Electrical short,1.1,1.18,TECH-003,Design limitation,PM schedule updated,electrical_panel,electrical,electrical,circuit_breaker,61.83,1,0.36
F02278,AS-G2,2024-11-16,Pneumatic leak,1.33,1.08,TECH-006,Lack of preventive maintenance,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,37.67,1,0.13
F02279,AS-G2,2024-11-26,Fixture misalignment,1.57,1.02,TECH-004,Material defect,Recalibration,fixture_system,mechanical,mechanical,fixture_pin_set,83.33,2,0.29
F02280,AS-G2,2024-12-26,Electrical short,1.16,0.79,TECH-005,Contamination,Vendor notified,electrical_panel,electrical,electrical,circuit_breaker,80.95,1,0.17
F02281,AS-G2,2024-12-27,Pneumatic leak,1.01,0.58,TECH-002,Operator error,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,36.71,1,0.03
F02282,AS-G2,2025-01-04,Pneumatic leak,0.65,0.85,TECH-001,Material defect,Recalibration,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,34.76,1,0.09
F02283,AS-G2,2025-01-11,Fixture misalignment,0.96,0.81,TECH-003,Overloading,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,94.07,4,0.22
F02284,AS-G2,2025-01-14,Pneumatic leak,1.16,1.27,TECH-002,Operator error,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,13.73,2,0.14
F02285,AS-G2,2025-01-26,Torque tool calibration,0.5,0.91,TECH-002,Calibration drift,Design modification,torque_system,software,automation,torque_transducer,361.93,7,0.45
F02286,AS-G2,2025-02-12,Electrical short,1.16,0.62,TECH-001,Lack of preventive maintenance,Recalibration,electrical_panel,electrical,electrical,circuit_breaker,70.53,2,0.14
F02287,AS-G2,2025-02-14,Electrical short,1.57,0.95,TECH-002,Contamination,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,40.29,2,0.38
F02288,AS-G2,2025-02-15,Pneumatic leak,1.33,1.07,TECH-004,Overloading,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,14.95,2,0.06
F02289,AS-G2,2025-02-20,Sensor fault,1.02,0.77,TECH-002,Overloading,Part replacement,sensor_package,electrical,electrical,proximity_sensor,105.36,3,0.16
F02290,AS-G2,2025-03-10,Electrical short,0.97,0.74,TECH-006,Component wear,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,83.11,1,0.27
F02291,AS-G2,2025-03-11,Electrical short,0.69,0.7,TECH-005,Operator error,Design modification,electrical_panel,electrical,electrical,circuit_breaker,82.66,3,0.19
F02292,AS-G2,2025-03-14,Sensor fault,1.12,1.12,TECH-001,Component wear,Operator retraining,sensor_package,electrical,electrical,proximity_sensor,117.22,4,0.29
F02293,AS-G2,2025-03-15,Fixture misalignment,1.14,0.8,TECH-003,Operator error,Recalibration,fixture_system,mechanical,mechanical,fixture_pin_set,81.97,3,0.2
F02294,AS-G2,2025-03-20,Pneumatic leak,0.94,1.06,TECH-005,Lack of preventive maintenance,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,38.87,2,0.07
F02295,AS-G2,2025-03-31,Electrical short,1.06,0.81,TECH-007,Lack of preventive maintenance,PM schedule updated,electrical_panel,electrical,electrical,circuit_breaker,87.04,3,0.27
F02296,AS-G2,2025-04-08,Torque tool calibration,1.12,0.74,TECH-007,Overloading,Operator retraining,torque_system,software,automation,torque_transducer,398.09,6,0.28
F02297,AS-G3,2024-01-12,Fixture misalignment,1.17,1.09,TECH-007,Lack of preventive maintenance,Part replacement,fixture_system,mechanical,mechanical,fixture_pin_set,120.6,2,0.29
F02298,AS-G3,2024-02-04,Fixture misalignment,1.4,1.05,TECH-006,Overloading,Operator retraining,fixture_system,mechanical,mechanical,fixture_pin_set,136.03,3,0.26
F02299,AS-G3,2024-02-21,Pneumatic leak,1.89,1.33,TECH-007,Component wear,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,14.03,1,0.19
F02300,AS-G3,2024-02-25,Pneumatic leak,1.09,1.43,TECH-003,Material defect,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,41.06,1,0.21
F02301,AS-G3,2024-03-14,Electrical short,0.94,1.42,TECH-003,Overloading,Design modification,electrical_panel,electrical,electrical,circuit_breaker,30.28,3,0.5
F02302,AS-G3,2024-03-15,Electrical short,1.05,0.92,TECH-003,Material defect,Design modification,electrical_panel,electrical,electrical,circuit_breaker,74.68,2,0.2
F02303,AS-G3,2024-03-29,Pneumatic leak,1.11,1.65,TECH-004,Design limitation,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,30.28,1,0.16
F02304,AS-G3,2024-03-30,Fixture misalignment,0.97,1.06,TECH-006,Design limitation,Recalibration,fixture_system,mechanical,mechanical,fixture_pin_set,78.85,2,0.17
F02305,AS-G3,2024-04-04,Electrical short,1.11,0.86,TECH-003,Overloading,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,32.96,1,0.3
F02306,AS-G3,2024-04-05,Pneumatic leak,1.04,0.86,TECH-001,Operator error,Vendor notified,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,39.95,2,0.08
F02307,AS-G3,2024-04-08,Pneumatic leak,1.3,1.06,TECH-006,Operator error,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,24.4,2,0.12
F02308,AS-G3,2024-04-10,Torque tool calibration,1.34,1.14,TECH-005,Component wear,Operator retraining,torque_system,software,automation,torque_transducer,254.65,4,0.51
F02309,AS-G3,2024-04-21,Torque tool calibration,1.19,0.8,TECH-007,Design limitation,Design modification,torque_system,software,automation,torque_transducer,369.34,3,0.28
F02310,AS-G3,2024-04-29,Torque tool calibration,1.35,0.74,TECH-002,Design limitation,Recalibration,torque_system,software,automation,torque_transducer,299.39,7,0.26
F02311,AS-G3,2024-05-05,Electrical short,1.1,1.26,TECH-004,Component wear,PM schedule updated,electrical_panel,electrical,electrical,circuit_breaker,30.33,3,0.39
F02312,AS-G3,2024-05-11,Sensor fault,1.16,1.46,TECH-004,Component wear,Recalibration,sensor_package,electrical,electrical,proximity_sensor,102.09,4,0.32
